DEPARTAMENTO,PROVINCIA,SEXO,rango_edad,mes_fallecimiento,cantidad_fallecidos,nivel_intensidad
HUANCAVELICA,TAYACAJA,FEMENINO,30-44,6,1,BAJO
HUANCAVELICA,TAYACAJA,FEMENINO,60-74,6,1,BAJO
HUANCAVELICA,TAYACAJA,FEMENINO,60-74,8,1,BAJO
HUANCAVELICA,TAYACAJA,FEMENINO,75+,6,1,BAJO
HUANCAVELICA,TAYACAJA,FEMENINO,75+,8,1,BAJO
HUANCAVELICA,TAYACAJA,MASCULINO,45-59,6,1,BAJO
HUANCAVELICA,TAYACAJA,MASCULINO,45-59,7,1,BAJO
HUANCAVELICA,TAYACAJA,MASCULINO,45-59,8,2,MEDIO
HUANCAVELICA,TAYACAJA,MASCULINO,60-74,7,3,MEDIO
HUANCAVELICA,TAYACAJA,MASCULINO,60-74,8,1,BAJO
HUANCAVELICA,TAYACAJA,MASCULINO,75+,8,1,BAJO
HUANUCO,AMBO,FEMENINO,30-44,7,1,BAJO
HUANUCO,AMBO,FEMENINO,60-74,7,1,BAJO
HUANUCO,AMBO,FEMENINO,75+,5,1,BAJO
HUANUCO,AMBO,FEMENINO,75+,7,1,BAJO
HUANUCO,AMBO,MASCULINO,60-74,7,1,BAJO
HUANUCO,AMBO,MASCULINO,75+,7,2,MEDIO
HUANUCO,AMBO,MASCULINO,75+,8,1,BAJO
HUANUCO,DOS DE MAYO,FEMENINO,60-74,6,1,BAJO
HUANUCO,DOS DE MAYO,FEMENINO,60-74,7,1,BAJO
HUANUCO,DOS DE MAYO,FEMENINO,75+,6,1,BAJO
HUANUCO,DOS DE MAYO,FEMENINO,75+,8,1,BAJO
HUANUCO,DOS DE MAYO,MASCULINO,45-59,8,1,BAJO
HUANUCO,DOS DE MAYO,MASCULINO,60-74,5,1,BAJO
HUANUCO,DOS DE MAYO,MASCULINO,60-74,7,4,ALTO
HUANUCO,DOS DE MAYO,MASCULINO,75+,5,1,BAJO
HUANUCO,HUACAYBAMBA,MASCULINO,75+,5,1,BAJO
HUANUCO,HUAMALIES,FEMENINO,75+,6,1,BAJO
HUANUCO,HUAMALIES,MASCULINO,75+,5,1,BAJO
HUANUCO,HUAMALIES,MASCULINO,75+,7,1,BAJO
HUANUCO,HUANUCO,FEMENINO,18-29,6,1,BAJO
HUANUCO,HUANUCO,FEMENINO,18-29,8,1,BAJO
HUANUCO,HUANUCO,FEMENINO,30-44,7,2,MEDIO
HUANUCO,HUANUCO,FEMENINO,45-59,5,1,BAJO
HUANUCO,HUANUCO,FEMENINO,45-59,6,7,ALTO
HUANUCO,HUANUCO,FEMENINO,45-59,7,2,MEDIO
HUANUCO,HUANUCO,FEMENINO,45-59,8,2,MEDIO
HUANUCO,HUANUCO,FEMENINO,60-74,5,2,MEDIO
HUANUCO,HUANUCO,FEMENINO,60-74,6,10,ALTO
HUANUCO,HUANUCO,FEMENINO,60-74,7,5,ALTO
HUANUCO,HUANUCO,FEMENINO,60-74,8,6,ALTO
HUANUCO,HUANUCO,FEMENINO,75+,5,4,ALTO
HUANUCO,HUANUCO,FEMENINO,75+,6,6,ALTO
HUANUCO,HUANUCO,FEMENINO,75+,7,9,ALTO
HUANUCO,HUANUCO,FEMENINO,75+,8,5,ALTO
HUANUCO,HUANUCO,MASCULINO,18-29,5,1,BAJO
HUANUCO,HUANUCO,MASCULINO,18-29,6,2,MEDIO
HUANUCO,HUANUCO,MASCULINO,18-29,8,1,BAJO
HUANUCO,HUANUCO,MASCULINO,30-44,6,3,MEDIO
HUANUCO,HUANUCO,MASCULINO,30-44,7,1,BAJO
HUANUCO,HUANUCO,MASCULINO,45-59,5,2,MEDIO
HUANUCO,HUANUCO,MASCULINO,45-59,6,9,ALTO
HUANUCO,HUANUCO,MASCULINO,45-59,7,6,ALTO
HUANUCO,HUANUCO,MASCULINO,45-59,8,7,ALTO
HUANUCO,HUANUCO,MASCULINO,60-74,5,9,ALTO
HUANUCO,HUANUCO,MASCULINO,60-74,6,13,ALTO
HUANUCO,HUANUCO,MASCULINO,60-74,7,14,ALTO
HUANUCO,HUANUCO,MASCULINO,60-74,8,6,ALTO
HUANUCO,HUANUCO,MASCULINO,75+,5,3,MEDIO
HUANUCO,HUANUCO,MASCULINO,75+,6,12,ALTO
HUANUCO,HUANUCO,MASCULINO,75+,7,10,ALTO
HUANUCO,HUANUCO,MASCULINO,75+,8,5,ALTO
HUANUCO,LAURICOCHA,MASCULINO,45-59,5,1,BAJO
HUANUCO,LAURICOCHA,MASCULINO,45-59,6,1,BAJO
HUANUCO,LEONCIO PRADO,FEMENINO,0-17,6,1,BAJO
HUANUCO,LEONCIO PRADO,FEMENINO,30-44,6,1,BAJO
HUANUCO,LEONCIO PRADO,FEMENINO,45-59,5,1,BAJO
HUANUCO,LEONCIO PRADO,FEMENINO,45-59,6,3,MEDIO
HUANUCO,LEONCIO PRADO,FEMENINO,45-59,7,6,ALTO
HUANUCO,LEONCIO PRADO,FEMENINO,45-59,8,1,BAJO
HUANUCO,LEONCIO PRADO,FEMENINO,60-74,5,1,BAJO
HUANUCO,LEONCIO PRADO,FEMENINO,60-74,6,5,ALTO
HUANUCO,LEONCIO PRADO,FEMENINO,60-74,7,3,MEDIO
HUANUCO,LEONCIO PRADO,FEMENINO,60-74,8,2,MEDIO
HUANUCO,LEONCIO PRADO,FEMENINO,75+,6,4,ALTO
HUANUCO,LEONCIO PRADO,FEMENINO,75+,7,7,ALTO
HUANUCO,LEONCIO PRADO,FEMENINO,75+,8,2,MEDIO
HUANUCO,LEONCIO PRADO,MASCULINO,18-29,7,1,BAJO
HUANUCO,LEONCIO PRADO,MASCULINO,30-44,5,1,BAJO
HUANUCO,LEONCIO PRADO,MASCULINO,30-44,7,2,MEDIO
HUANUCO,LEONCIO PRADO,MASCULINO,45-59,5,1,BAJO
HUANUCO,LEONCIO PRADO,MASCULINO,45-59,6,10,ALTO
HUANUCO,LEONCIO PRADO,MASCULINO,45-59,7,2,MEDIO
HUANUCO,LEONCIO PRADO,MASCULINO,45-59,8,1,BAJO
HUANUCO,LEONCIO PRADO,MASCULINO,60-74,4,1,BAJO
HUANUCO,LEONCIO PRADO,MASCULINO,60-74,6,12,ALTO
HUANUCO,LEONCIO PRADO,MASCULINO,60-74,7,12,ALTO
HUANUCO,LEONCIO PRADO,MASCULINO,60-74,8,2,MEDIO
HUANUCO,LEONCIO PRADO,MASCULINO,75+,5,2,MEDIO
HUANUCO,LEONCIO PRADO,MASCULINO,75+,6,3,MEDIO
HUANUCO,LEONCIO PRADO,MASCULINO,75+,7,7,ALTO
HUANUCO,LEONCIO PRADO,MASCULINO,75+,8,1,BAJO
HUANUCO,PACHITEA,FEMENINO,30-44,8,1,BAJO
HUANUCO,PACHITEA,FEMENINO,45-59,6,1,BAJO
HUANUCO,PUERTO INCA,FEMENINO,45-59,4,1,BAJO
HUANUCO,PUERTO INCA,FEMENINO,45-59,7,1,BAJO
HUANUCO,PUERTO INCA,MASCULINO,60-74,5,1,BAJO
HUANUCO,PUERTO INCA,MASCULINO,60-74,7,1,BAJO
HUANUCO,PUERTO INCA,MASCULINO,75+,6,1,BAJO
HUANUCO,YAROWILCA,MASCULINO,30-44,7,1,BAJO
HUANUCO,YAROWILCA,MASCULINO,75+,6,1,BAJO
ICA,CHINCHA,FEMENINO,30-44,4,1,BAJO
ICA,CHINCHA,FEMENINO,30-44,5,3,MEDIO
ICA,CHINCHA,FEMENINO,30-44,6,7,ALTO
ICA,CHINCHA,FEMENINO,30-44,7,4,ALTO
ICA,CHINCHA,FEMENINO,45-59,4,2,MEDIO
ICA,CHINCHA,FEMENINO,45-59,5,7,ALTO
ICA,CHINCHA,FEMENINO,45-59,6,23,ALTO
ICA,CHINCHA,FEMENINO,45-59,7,11,ALTO
ICA,CHINCHA,FEMENINO,45-59,8,2,MEDIO
ICA,CHINCHA,FEMENINO,60-74,4,7,ALTO
ICA,CHINCHA,FEMENINO,60-74,5,22,ALTO
ICA,CHINCHA,FEMENINO,60-74,6,34,ALTO
ICA,CHINCHA,FEMENINO,60-74,7,10,ALTO
ICA,CHINCHA,FEMENINO,60-74,8,2,MEDIO
ICA,CHINCHA,FEMENINO,75+,4,1,BAJO
ICA,CHINCHA,FEMENINO,75+,5,13,ALTO
ICA,CHINCHA,FEMENINO,75+,6,31,ALTO
ICA,CHINCHA,FEMENINO,75+,7,8,ALTO
ICA,CHINCHA,FEMENINO,75+,8,4,ALTO
ICA,CHINCHA,MASCULINO,0-17,6,1,BAJO
ICA,CHINCHA,MASCULINO,30-44,4,2,MEDIO
ICA,CHINCHA,MASCULINO,30-44,5,5,ALTO
ICA,CHINCHA,MASCULINO,30-44,6,12,ALTO
ICA,CHINCHA,MASCULINO,30-44,7,7,ALTO
ICA,CHINCHA,MASCULINO,30-44,8,2,MEDIO
ICA,CHINCHA,MASCULINO,45-59,4,2,MEDIO
ICA,CHINCHA,MASCULINO,45-59,5,26,ALTO
ICA,CHINCHA,MASCULINO,45-59,6,51,ALTO
ICA,CHINCHA,MASCULINO,45-59,7,14,ALTO
ICA,CHINCHA,MASCULINO,45-59,8,8,ALTO
ICA,CHINCHA,MASCULINO,60-74,4,7,ALTO
ICA,CHINCHA,MASCULINO,60-74,5,39,ALTO
ICA,CHINCHA,MASCULINO,60-74,6,80,ALTO
ICA,CHINCHA,MASCULINO,60-74,7,17,ALTO
ICA,CHINCHA,MASCULINO,60-74,8,11,ALTO
ICA,CHINCHA,MASCULINO,75+,4,5,ALTO
ICA,CHINCHA,MASCULINO,75+,5,22,ALTO
ICA,CHINCHA,MASCULINO,75+,6,34,ALTO
ICA,CHINCHA,MASCULINO,75+,7,17,ALTO
ICA,CHINCHA,MASCULINO,75+,8,4,ALTO
ICA,ICA,FEMENINO,0-17,4,1,BAJO
ICA,ICA,FEMENINO,18-29,6,1,BAJO
ICA,ICA,FEMENINO,30-44,5,1,BAJO
ICA,ICA,FEMENINO,30-44,6,5,ALTO
ICA,ICA,FEMENINO,30-44,7,2,MEDIO
ICA,ICA,FEMENINO,30-44,8,2,MEDIO
ICA,ICA,FEMENINO,45-59,3,1,BAJO
ICA,ICA,FEMENINO,45-59,4,1,BAJO
ICA,ICA,FEMENINO,45-59,5,8,ALTO
ICA,ICA,FEMENINO,45-59,6,6,ALTO
ICA,ICA,FEMENINO,45-59,7,5,ALTO
ICA,ICA,FEMENINO,45-59,8,10,ALTO
ICA,ICA,FEMENINO,60-74,4,3,MEDIO
ICA,ICA,FEMENINO,60-74,5,13,ALTO
ICA,ICA,FEMENINO,60-74,6,19,ALTO
ICA,ICA,FEMENINO,60-74,7,24,ALTO
ICA,ICA,FEMENINO,60-74,8,8,ALTO
ICA,ICA,FEMENINO,75+,4,1,BAJO
ICA,ICA,FEMENINO,75+,5,10,ALTO
ICA,ICA,FEMENINO,75+,6,25,ALTO
ICA,ICA,FEMENINO,75+,7,15,ALTO
ICA,ICA,FEMENINO,75+,8,7,ALTO
ICA,ICA,MASCULINO,0-17,8,1,BAJO
ICA,ICA,MASCULINO,18-29,6,1,BAJO
ICA,ICA,MASCULINO,30-44,5,7,ALTO
ICA,ICA,MASCULINO,30-44,6,10,ALTO
ICA,ICA,MASCULINO,30-44,7,2,MEDIO
ICA,ICA,MASCULINO,30-44,8,3,MEDIO
ICA,ICA,MASCULINO,45-59,4,3,MEDIO
ICA,ICA,MASCULINO,45-59,5,14,ALTO
ICA,ICA,MASCULINO,45-59,6,31,ALTO
ICA,ICA,MASCULINO,45-59,7,19,ALTO
ICA,ICA,MASCULINO,45-59,8,15,ALTO
ICA,ICA,MASCULINO,60-74,4,3,MEDIO
ICA,ICA,MASCULINO,60-74,5,18,ALTO
ICA,ICA,MASCULINO,60-74,6,52,ALTO
ICA,ICA,MASCULINO,60-74,7,53,ALTO
ICA,ICA,MASCULINO,60-74,8,18,ALTO
ICA,ICA,MASCULINO,75+,4,2,MEDIO
ICA,ICA,MASCULINO,75+,5,17,ALTO
ICA,ICA,MASCULINO,75+,6,38,ALTO
ICA,ICA,MASCULINO,75+,7,25,ALTO
ICA,ICA,MASCULINO,75+,8,22,ALTO
ICA,NASCA,FEMENINO,45-59,7,1,BAJO
ICA,NAZCA,FEMENINO,30-44,5,2,MEDIO
ICA,NAZCA,FEMENINO,30-44,6,1,BAJO
ICA,NAZCA,FEMENINO,45-59,6,1,BAJO
ICA,NAZCA,FEMENINO,45-59,7,2,MEDIO
ICA,NAZCA,FEMENINO,45-59,8,1,BAJO
ICA,NAZCA,FEMENINO,60-74,6,1,BAJO
ICA,NAZCA,FEMENINO,60-74,7,4,ALTO
ICA,NAZCA,FEMENINO,60-74,8,1,BAJO
ICA,NAZCA,FEMENINO,75+,4,1,BAJO
ICA,NAZCA,FEMENINO,75+,6,5,ALTO
ICA,NAZCA,FEMENINO,75+,7,3,MEDIO
ICA,NAZCA,FEMENINO,75+,8,2,MEDIO
ICA,NAZCA,MASCULINO,18-29,6,2,MEDIO
ICA,NAZCA,MASCULINO,30-44,6,1,BAJO
ICA,NAZCA,MASCULINO,45-59,4,2,MEDIO
ICA,NAZCA,MASCULINO,45-59,5,3,MEDIO
ICA,NAZCA,MASCULINO,45-59,6,3,MEDIO
ICA,NAZCA,MASCULINO,45-59,7,2,MEDIO
ICA,NAZCA,MASCULINO,45-59,8,4,ALTO
ICA,NAZCA,MASCULINO,60-74,6,6,ALTO
ICA,NAZCA,MASCULINO,60-74,7,3,MEDIO
ICA,NAZCA,MASCULINO,60-74,8,1,BAJO
ICA,NAZCA,MASCULINO,75+,4,1,BAJO
ICA,NAZCA,MASCULINO,75+,5,2,MEDIO
ICA,NAZCA,MASCULINO,75+,6,3,MEDIO
ICA,NAZCA,MASCULINO,75+,7,2,MEDIO
ICA,NAZCA,MASCULINO,75+,8,2,MEDIO
ICA,NO REGISTRADO,FEMENINO,45-59,5,4,ALTO
ICA,NO REGISTRADO,FEMENINO,60-74,5,2,MEDIO
ICA,NO REGISTRADO,FEMENINO,75+,4,1,BAJO
ICA,NO REGISTRADO,MASCULINO,30-44,5,3,MEDIO
ICA,NO REGISTRADO,MASCULINO,45-59,4,2,MEDIO
ICA,NO REGISTRADO,MASCULINO,45-59,5,1,BAJO
ICA,NO REGISTRADO,MASCULINO,60-74,5,2,MEDIO
ICA,NO REGISTRADO,MASCULINO,75+,4,2,MEDIO
ICA,PALPA,FEMENINO,75+,4,2,MEDIO
ICA,PALPA,FEMENINO,75+,8,2,MEDIO
ICA,PALPA,MASCULINO,30-44,5,1,BAJO
ICA,PALPA,MASCULINO,45-59,4,4,ALTO
ICA,PALPA,MASCULINO,60-74,5,2,MEDIO
ICA,PALPA,MASCULINO,60-74,6,1,BAJO
ICA,PALPA,MASCULINO,60-74,7,3,MEDIO
ICA,PALPA,MASCULINO,60-74,8,1,BAJO
ICA,PALPA,MASCULINO,75+,5,2,MEDIO
ICA,PISCO,FEMENINO,18-29,7,1,BAJO
ICA,PISCO,FEMENINO,30-44,7,1,BAJO
ICA,PISCO,FEMENINO,45-59,5,1,BAJO
ICA,PISCO,FEMENINO,45-59,6,10,ALTO
ICA,PISCO,FEMENINO,45-59,7,3,MEDIO
ICA,PISCO,FEMENINO,45-59,8,2,MEDIO
ICA,PISCO,FEMENINO,60-74,5,2,MEDIO
ICA,PISCO,FEMENINO,60-74,6,11,ALTO
ICA,PISCO,FEMENINO,60-74,7,9,ALTO
ICA,PISCO,FEMENINO,60-74,8,2,MEDIO
ICA,PISCO,FEMENINO,75+,4,1,BAJO
ICA,PISCO,FEMENINO,75+,5,1,BAJO
ICA,PISCO,FEMENINO,75+,6,14,ALTO
ICA,PISCO,FEMENINO,75+,7,2,MEDIO
ICA,PISCO,FEMENINO,75+,8,1,BAJO
ICA,PISCO,MASCULINO,18-29,4,1,BAJO
ICA,PISCO,MASCULINO,18-29,6,1,BAJO
ICA,PISCO,MASCULINO,18-29,7,1,BAJO
ICA,PISCO,MASCULINO,18-29,8,1,BAJO
ICA,PISCO,MASCULINO,30-44,5,2,MEDIO
ICA,PISCO,MASCULINO,30-44,6,2,MEDIO
ICA,PISCO,MASCULINO,30-44,7,5,ALTO
ICA,PISCO,MASCULINO,45-59,4,5,ALTO
ICA,PISCO,MASCULINO,45-59,5,7,ALTO
ICA,PISCO,MASCULINO,45-59,6,16,ALTO
ICA,PISCO,MASCULINO,45-59,7,11,ALTO
ICA,PISCO,MASCULINO,45-59,8,5,ALTO
ICA,PISCO,MASCULINO,60-74,4,2,MEDIO
ICA,PISCO,MASCULINO,60-74,5,8,ALTO
ICA,PISCO,MASCULINO,60-74,6,24,ALTO
ICA,PISCO,MASCULINO,60-74,7,13,ALTO
ICA,PISCO,MASCULINO,60-74,8,7,ALTO
ICA,PISCO,MASCULINO,75+,5,5,ALTO
ICA,PISCO,MASCULINO,75+,6,13,ALTO
ICA,PISCO,MASCULINO,75+,7,13,ALTO
ICA,PISCO,MASCULINO,75+,8,3,MEDIO
JUNIN,CHANCHAMAYO,FEMENINO,30-44,7,1,BAJO
JUNIN,CHANCHAMAYO,FEMENINO,45-59,5,1,BAJO
JUNIN,CHANCHAMAYO,FEMENINO,45-59,6,2,MEDIO
JUNIN,CHANCHAMAYO,FEMENINO,45-59,7,3,MEDIO
JUNIN,CHANCHAMAYO,FEMENINO,45-59,8,1,BAJO
JUNIN,CHANCHAMAYO,FEMENINO,60-74,6,2,MEDIO
JUNIN,CHANCHAMAYO,FEMENINO,60-74,7,1,BAJO
JUNIN,CHANCHAMAYO,FEMENINO,60-74,8,2,MEDIO
JUNIN,CHANCHAMAYO,FEMENINO,75+,5,1,BAJO
JUNIN,CHANCHAMAYO,FEMENINO,75+,6,1,BAJO
JUNIN,CHANCHAMAYO,FEMENINO,75+,7,1,BAJO
JUNIN,CHANCHAMAYO,FEMENINO,75+,8,1,BAJO
JUNIN,CHANCHAMAYO,MASCULINO,30-44,7,1,BAJO
JUNIN,CHANCHAMAYO,MASCULINO,30-44,8,1,BAJO
JUNIN,CHANCHAMAYO,MASCULINO,45-59,5,1,BAJO
JUNIN,CHANCHAMAYO,MASCULINO,45-59,6,6,ALTO
JUNIN,CHANCHAMAYO,MASCULINO,45-59,7,10,ALTO
JUNIN,CHANCHAMAYO,MASCULINO,45-59,8,1,BAJO
JUNIN,CHANCHAMAYO,MASCULINO,60-74,5,8,ALTO
JUNIN,CHANCHAMAYO,MASCULINO,60-74,6,7,ALTO
JUNIN,CHANCHAMAYO,MASCULINO,60-74,7,8,ALTO
JUNIN,CHANCHAMAYO,MASCULINO,60-74,8,2,MEDIO
JUNIN,CHANCHAMAYO,MASCULINO,75+,5,3,MEDIO
JUNIN,CHANCHAMAYO,MASCULINO,75+,6,10,ALTO
JUNIN,CHANCHAMAYO,MASCULINO,75+,7,4,ALTO
JUNIN,CHANCHAMAYO,MASCULINO,75+,8,4,ALTO
JUNIN,CHUPACA,FEMENINO,0-17,7,1,BAJO
JUNIN,CHUPACA,FEMENINO,30-44,7,1,BAJO
JUNIN,CHUPACA,FEMENINO,45-59,8,2,MEDIO
JUNIN,CHUPACA,FEMENINO,60-74,7,1,BAJO
JUNIN,CHUPACA,FEMENINO,75+,8,1,BAJO
JUNIN,CHUPACA,MASCULINO,30-44,7,1,BAJO
JUNIN,CHUPACA,MASCULINO,30-44,8,1,BAJO
JUNIN,CHUPACA,MASCULINO,45-59,4,1,BAJO
JUNIN,CHUPACA,MASCULINO,45-59,5,6,ALTO
JUNIN,CHUPACA,MASCULINO,45-59,6,1,BAJO
JUNIN,CHUPACA,MASCULINO,45-59,7,3,MEDIO
JUNIN,CHUPACA,MASCULINO,45-59,8,3,MEDIO
JUNIN,CHUPACA,MASCULINO,60-74,4,1,BAJO
JUNIN,CHUPACA,MASCULINO,60-74,5,3,MEDIO
JUNIN,CHUPACA,MASCULINO,60-74,6,1,BAJO
JUNIN,CHUPACA,MASCULINO,60-74,7,2,MEDIO
JUNIN,CHUPACA,MASCULINO,60-74,8,4,ALTO
JUNIN,CHUPACA,MASCULINO,75+,6,1,BAJO
JUNIN,CHUPACA,MASCULINO,75+,7,1,BAJO
JUNIN,CHUPACA,MASCULINO,75+,8,1,BAJO
JUNIN,CONCEPCION,FEMENINO,30-44,6,1,BAJO
JUNIN,CONCEPCION,FEMENINO,60-74,6,2,MEDIO
JUNIN,CONCEPCION,FEMENINO,75+,6,1,BAJO
JUNIN,CONCEPCION,MASCULINO,45-59,5,1,BAJO
JUNIN,CONCEPCION,MASCULINO,45-59,6,1,BAJO
JUNIN,CONCEPCION,MASCULINO,45-59,7,3,MEDIO
JUNIN,CONCEPCION,MASCULINO,45-59,8,1,BAJO
JUNIN,CONCEPCION,MASCULINO,60-74,5,1,BAJO
JUNIN,CONCEPCION,MASCULINO,60-74,6,1,BAJO
JUNIN,CONCEPCION,MASCULINO,60-74,8,2,MEDIO
JUNIN,CONCEPCION,MASCULINO,75+,7,2,MEDIO
JUNIN,HUANCAYO,FEMENINO,0-17,7,1,BAJO
JUNIN,HUANCAYO,FEMENINO,18-29,6,1,BAJO
JUNIN,HUANCAYO,FEMENINO,30-44,7,2,MEDIO
JUNIN,HUANCAYO,FEMENINO,30-44,8,2,MEDIO
JUNIN,HUANCAYO,FEMENINO,45-59,4,1,BAJO
JUNIN,HUANCAYO,FEMENINO,45-59,5,2,MEDIO
JUNIN,HUANCAYO,FEMENINO,45-59,6,6,ALTO
JUNIN,HUANCAYO,FEMENINO,45-59,7,14,ALTO
JUNIN,HUANCAYO,FEMENINO,45-59,8,6,ALTO
JUNIN,HUANCAYO,FEMENINO,60-74,4,1,BAJO
JUNIN,HUANCAYO,FEMENINO,60-74,5,3,MEDIO
JUNIN,HUANCAYO,FEMENINO,60-74,6,7,ALTO
JUNIN,HUANCAYO,FEMENINO,60-74,7,19,ALTO
JUNIN,HUANCAYO,FEMENINO,60-74,8,10,ALTO
JUNIN,HUANCAYO,FEMENINO,75+,5,4,ALTO
JUNIN,HUANCAYO,FEMENINO,75+,6,6,ALTO
JUNIN,HUANCAYO,FEMENINO,75+,7,9,ALTO
JUNIN,HUANCAYO,FEMENINO,75+,8,4,ALTO
JUNIN,HUANCAYO,MASCULINO,0-17,5,1,BAJO
JUNIN,HUANCAYO,MASCULINO,18-29,4,1,BAJO
JUNIN,HUANCAYO,MASCULINO,18-29,7,1,BAJO
JUNIN,HUANCAYO,MASCULINO,30-44,4,2,MEDIO
JUNIN,HUANCAYO,MASCULINO,30-44,5,1,BAJO
JUNIN,HUANCAYO,MASCULINO,30-44,6,1,BAJO
JUNIN,HUANCAYO,MASCULINO,30-44,7,12,ALTO
JUNIN,HUANCAYO,MASCULINO,30-44,8,4,ALTO
JUNIN,HUANCAYO,MASCULINO,45-59,3,1,BAJO
JUNIN,HUANCAYO,MASCULINO,45-59,5,5,ALTO
JUNIN,HUANCAYO,MASCULINO,45-59,6,5,ALTO
JUNIN,HUANCAYO,MASCULINO,45-59,7,28,ALTO
JUNIN,HUANCAYO,MASCULINO,45-59,8,22,ALTO
JUNIN,HUANCAYO,MASCULINO,60-74,4,1,BAJO
JUNIN,HUANCAYO,MASCULINO,60-74,5,4,ALTO
JUNIN,HUANCAYO,MASCULINO,60-74,6,14,ALTO
JUNIN,HUANCAYO,MASCULINO,60-74,7,51,ALTO
JUNIN,HUANCAYO,MASCULINO,60-74,8,16,ALTO
JUNIN,HUANCAYO,MASCULINO,75+,4,1,BAJO
JUNIN,HUANCAYO,MASCULINO,75+,5,4,ALTO
JUNIN,HUANCAYO,MASCULINO,75+,6,7,ALTO
JUNIN,HUANCAYO,MASCULINO,75+,7,29,ALTO
JUNIN,HUANCAYO,MASCULINO,75+,8,19,ALTO
JUNIN,JAUJA,FEMENINO,45-59,6,1,BAJO
JUNIN,JAUJA,FEMENINO,60-74,6,1,BAJO
JUNIN,JAUJA,FEMENINO,60-74,7,2,MEDIO
JUNIN,JAUJA,FEMENINO,75+,6,1,BAJO
JUNIN,JAUJA,FEMENINO,75+,7,2,MEDIO
JUNIN,JAUJA,FEMENINO,75+,8,2,MEDIO
JUNIN,JAUJA,MASCULINO,0-17,4,1,BAJO
JUNIN,JAUJA,MASCULINO,30-44,4,1,BAJO
JUNIN,JAUJA,MASCULINO,45-59,5,1,BAJO
JUNIN,JAUJA,MASCULINO,45-59,6,1,BAJO
JUNIN,JAUJA,MASCULINO,45-59,7,2,MEDIO
JUNIN,JAUJA,MASCULINO,45-59,8,1,BAJO
JUNIN,JAUJA,MASCULINO,60-74,7,2,MEDIO
JUNIN,JAUJA,MASCULINO,75+,5,1,BAJO
JUNIN,JAUJA,MASCULINO,75+,6,1,BAJO
JUNIN,JAUJA,MASCULINO,75+,8,1,BAJO
JUNIN,JUNIN,FEMENINO,45-59,7,1,BAJO
JUNIN,JUNIN,MASCULINO,30-44,6,1,BAJO
JUNIN,JUNIN,MASCULINO,45-59,6,1,BAJO
JUNIN,JUNIN,MASCULINO,45-59,7,1,BAJO
JUNIN,JUNIN,MASCULINO,45-59,8,1,BAJO
JUNIN,JUNIN,MASCULINO,60-74,7,2,MEDIO
JUNIN,JUNIN,MASCULINO,60-74,8,1,BAJO
JUNIN,JUNIN,MASCULINO,75+,5,1,BAJO
JUNIN,SATIPO,FEMENINO,60-74,6,1,BAJO
JUNIN,SATIPO,FEMENINO,60-74,7,1,BAJO
JUNIN,SATIPO,FEMENINO,60-74,8,1,BAJO
JUNIN,SATIPO,MASCULINO,30-44,5,1,BAJO
JUNIN,SATIPO,MASCULINO,30-44,8,1,BAJO
JUNIN,SATIPO,MASCULINO,45-59,6,1,BAJO
JUNIN,SATIPO,MASCULINO,45-59,7,2,MEDIO
JUNIN,SATIPO,MASCULINO,45-59,8,2,MEDIO
JUNIN,SATIPO,MASCULINO,60-74,6,1,BAJO
JUNIN,SATIPO,MASCULINO,60-74,8,3,MEDIO
JUNIN,SATIPO,MASCULINO,75+,5,1,BAJO
JUNIN,SATIPO,MASCULINO,75+,6,2,MEDIO
JUNIN,SATIPO,MASCULINO,75+,7,2,MEDIO
JUNIN,TARMA,FEMENINO,45-59,8,1,BAJO
JUNIN,TARMA,FEMENINO,60-74,5,1,BAJO
JUNIN,TARMA,FEMENINO,60-74,7,1,BAJO
JUNIN,TARMA,FEMENINO,60-74,8,1,BAJO
JUNIN,TARMA,FEMENINO,75+,5,1,BAJO
JUNIN,TARMA,FEMENINO,75+,6,3,MEDIO
JUNIN,TARMA,FEMENINO,75+,7,1,BAJO
JUNIN,TARMA,FEMENINO,75+,8,1,BAJO
JUNIN,TARMA,MASCULINO,30-44,8,1,BAJO
JUNIN,TARMA,MASCULINO,45-59,7,2,MEDIO
JUNIN,TARMA,MASCULINO,60-74,5,2,MEDIO
JUNIN,TARMA,MASCULINO,60-74,6,2,MEDIO
JUNIN,TARMA,MASCULINO,60-74,7,3,MEDIO
JUNIN,TARMA,MASCULINO,60-74,8,2,MEDIO
JUNIN,TARMA,MASCULINO,75+,5,2,MEDIO
JUNIN,TARMA,MASCULINO,75+,6,1,BAJO
JUNIN,TARMA,MASCULINO,75+,7,3,MEDIO
JUNIN,YAULI,FEMENINO,60-74,5,1,BAJO
JUNIN,YAULI,FEMENINO,60-74,6,4,ALTO
JUNIN,YAULI,FEMENINO,75+,8,1,BAJO
JUNIN,YAULI,MASCULINO,45-59,6,3,MEDIO
JUNIN,YAULI,MASCULINO,45-59,7,2,MEDIO
JUNIN,YAULI,MASCULINO,45-59,8,1,BAJO
JUNIN,YAULI,MASCULINO,60-74,4,1,BAJO
JUNIN,YAULI,MASCULINO,60-74,5,2,MEDIO
JUNIN,YAULI,MASCULINO,60-74,7,3,MEDIO
JUNIN,YAULI,MASCULINO,75+,4,1,BAJO
JUNIN,YAULI,MASCULINO,75+,5,2,MEDIO
